uniqueid,hhid,surveyid,surveyor,surveydate,surveytime,survey_complete,superpresent,scrutinizedyn,backcheckedyn,sex,age,educ,income,addressdur,addressdur_unit,areadur,areadur_unit,occupation,occupationother,castename,castecode,literateyn,treatment,own4wheeleryn,own4wheelernum,own4wheelervalue,own4wheelertheft,own4wheelertheftnum,theftfromcaryn,theftfromcarnum,own2wheeleryn,own2wheelernum,own2wheelervalue,own2wheelertheft,own2wheelertheftnum,own2wheelertheftvictim_1,own2wheelertheftvictim_2,cycleownyn,cycleownnum,cycleownvalue,cycletheftyn,cycletheftnum,cycletheftvictim_1,cycletheftvictim_2,burglaryyn,burglarynum,attemptedburglaryyn,attemptedburglarynum,vandalismyn,vandalismnum,trespassingyn,trespassingnum,robberyyn,robberynum,robberyvictim_1,robberyvictim_2,theftyn,theftnum,theftvictim_1,theftvictim_2,thanavisityn,thanavisitreason,thanavisitreason_other,surveytime2,thanavisitreason_other2,exit,base_age,base_income,base_educ
780,1908019,742,Mary,10262013,7197,1,0,1,0,2,70,0,2056,70,1,70,1,5,,HI YAT,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,119.95,NA,1,69,2232,None or anganwadi
781,1908048,733,Mary,09242013,7086,1,0,1,0,1,50,0,2966,50,1,50,2,1,,RAJPUT BHATI,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,118.1,NA,1,49,1755,None or anganwadi
782,1908052,761,Sam,09142013,6515,1,0,1,0,2,1977,0,3087,55,2,55,3,1,,SUTHAR,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,108.58334,NA,1,1977,2006,None or anganwadi
783,1909040,724,David,10132013,8323,1,0,1,1,1,35,0,3253,35,1,35,3,3,,SUTHAR,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,138.71666,NA,1,34,2994,None or anganwadi
784,1909042,732,David,12292014,7919,1,0,1,0,1,28,8,3719,28,1,28,4,1,,RAJPUT,NA,1,0,1,3,2862,0,NA,0,NA,1,1,3071,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,131.98334,NA,1,27,3470,8
785,1909051,759,John,10272013,6088,1,0,1,0,1,72,0,201,72,1,72,1,1,,BHEEL,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,101.46667,NA,1,71,4341,None or anganwadi
786,1909054,738,Benjamin,12272013,8324,1,0,1,0,1,50,0,2771,35,1,35,1,1,,CHARAN,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,138.73334,NA,1,49,2142,None or anganwadi
787,1910014,692,Sam,11122014,6534,1,0,1,1,1,75,3,2899,75,1,75,3,9,,RAJPUT,NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,108.9,NA,1,74,1768,3
788,1910031,712,Mary,12102014,6324,1,0,1,1,1,25,0,2836,45,1,45,1,1,,BHEEL,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3215,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,105.4,NA,1,24,3272,None or anganwadi
789,1910039,686,Caroline,09222013,7186,1,0,1,0,2,55,0,3230,55,1,6,1,1,,BHEEL,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,119.76667,NA,1,54,3036,None or anganwadi
790,1910046,701,Sam,08242013,6995,1,0,1,0,1,1976,0,2879,75,1,75,1,1,,SUTHAR,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,116.58334,NA,1,1976,2815,None or anganwadi
791,1910049,699,Sam,10172014,7417,1,0,1,0,1,22,5,2465,48,1,48,3,1,,SUTHAR,NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,123.61667,NA,1,21,-452,5
792,1911002,749,David,08232013,8307,1,0,1,0,2,50,0,1110,55,1,55,3,2,,"SUTHAR,",NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,99,,,138.45,NA,1,49,2493,None or anganwadi
793,1911006,746,Jane,10172014,7473,1,0,1,0,1,1980,0,1118,25,1,25,2,1,,BHEEL,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,124.55,NA,1,1980,3378,None or anganwadi
794,1911015,735,Joseph,12292013,7103,0,0,1,0,2,40,0,4028,45,3,45,3,2,,RAIBARI,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,118.38333,NA,1,39,2025,None or anganwadi
795,1911017,741,Joseph,08192013,7645,1,0,1,0,2,65,0,2556,65,1,65,1,1,,SUTHAR,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,127.41666,NA,1,64,1887,None or anganwadi
796,1911018,729,Joseph,11132013,7697,1,0,1,0,2,45,0,2057,45,2,45,3,2,,SUTHAR,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,128.28334,NA,1,44,89,None or anganwadi
797,1911020,731,David,12262013,8492,1,0,1,1,1,65,0,1184,65,1,16,2,1,,DUL,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,141.53334,NA,1,64,1562,None or anganwadi
798,1912004,785,Benjamin,11192013,7461,0,0,1,0,1,60,0,869,60,1,20,1,1,,SUMEJA,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,124.35,NA,1,59,3005,None or anganwadi
799,1912015,781,John,12162014,7696,1,0,1,0,1,45,0,3002,40,1,40,3,2,,SAMEJA,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,128.26666,NA,1,44,3159,None or anganwadi
800,1912029,772,Benjamin,12152013,6725,1,0,1,0,2,30,0,2249,15,3,15,4,1,,SAMEJA,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,112.08334,NA,1,29,4560,None or anganwadi
801,1912032,765,David,11172013,6094,1,0,1,0,2,50,0,1999,32,1,32,1,2,,SUTHAR,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,101.56667,NA,1,49,46,None or anganwadi
802,1912033,766,David,12202013,7339,1,0,1,0,1,32,5,1792,32,1,32,2,3,,"SONAR,",NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,122.31667,NA,1,31,1894,5
803,1912036,773,Benjamin,08272014,7120,1,0,1,0,2,65,0,2783,35,1,35,2,1,,RAJPUROHIT,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,118.66666,NA,1,64,2862,None or anganwadi
804,1912037,778,David,12242014,7096,1,0,1,0,2,65,0,4097,70,1,70,1,1,,SUTHAR,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,118.26667,NA,1,64,1300,None or anganwadi
805,1912039,784,David,12132013,5979,1,0,1,0,2,25,0,2982,28,3,28,3,1,,SAMEJA,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,99.650002,NA,1,24,3198,None or anganwadi
806,1912052,779,Benjamin,11132014,7822,1,0,1,0,1,71,0,4237,70,1,70,2,1,,SAMEJA,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,1,Other,DUSRO KE SATH RIPORT DARJ KARN,130.36667,NA,1,70,2304,None or anganwadi
807,1913002,727,David,11122013,7670,1,0,1,0,1,34,6,2322,37,1,34,1,1,,RAJPUT,NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,127.83334,NA,1,33,2310,6
808,1913004,721,John,12152014,8095,1,0,1,1,1,35,4,1969,35,2,35,3,2,,RAJPUT,NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,134.91667,NA,1,34,1838,4
809,1913011,717,John,10222014,7554,1,0,1,0,1,40,0,2469,40,2,40,2,-999,,MUSLIM,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,125.9,NA,1,39,2359,None or anganwadi
810,1913014,707,Benjamin,12302013,6412,1,0,1,0,1,37,0,2497,36,1,36,2,1,,SUTHAR,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,106.86667,NA,1,36,1041,None or anganwadi
811,1913027,690,John,12242013,6866,1,0,1,1,1,32,5,3817,32,1,32,3,2,,MEGHWAL,NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,114.43333,NA,1,31,2605,5
812,1914006,700,Benjamin,09282013,7018,1,0,1,0,2,48,0,2290,50,1,10,2,1,,KHOT,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,116.96667,NA,1,47,2222,None or anganwadi
813,1914009,713,Benjamin,12182013,7321,1,0,1,0,1,65,0,2346,65,1,3,4,1,,JAAT,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,122.01667,NA,1,64,2583,None or anganwadi
814,1914014,691,Anna,11152014,5415,1,0,1,1,2,40,0,2503,50,2,50,2,1,,MAGLIA,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,90.25,NA,1,39,1342,None or anganwadi
815,1914023,704,Anna,09222013,7505,1,0,1,0,1,1979,0,2337,60,2,15,2,1,,"MEGHWAL,",NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,125.08334,NA,1,1979,1938,None or anganwadi
816,1914024,705,Caroline,09282013,7469,1,0,1,0,1,34,6,1789,34,2,10,2,1,,MEHTAR,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3428,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,124.48333,NA,1,33,2981,6
817,1914027,708,Anna,10172013,6654,1,0,1,1,1,72,0,1082,72,1,15,1,1,,RAJPUT,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,110.9,NA,1,71,1432,None or anganwadi
818,1914039,726,David,10122014,8102,1,0,1,0,2,37,0,1909,40,1,15,2,1,,JAAT,NA,0,0,1,1,3375,0,NA,0,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,135.03334,NA,1,36,2577,None or anganwadi
819,1914043,706,David,12142013,6700,1,1,1,1,1,35,0,2117,35,2,15,4,1,,LUKA JAAT,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,111.66666,NA,1,34,1685,None or anganwadi
820,2001002,954,John,08162014,6116,0,0,1,1,1,48,NA,3118,48,1,48,3,7,,GRASIYA,NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,101.93333,NA,1,47,2558,NA
821,2001004,948,John,12182013,7408,1,0,1,1,1,33,0,1481,35,1,35,3,1,,GRASIYA,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,123.46667,NA,1,32,1837,None or anganwadi
822,2001007,939,John,11282013,4779,1,0,1,0,1,40,0,3268,40,1,40,1,1,,"BHAIRIYA,",NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,79.650002,NA,1,39,1673,None or anganwadi
823,2001011,926,John,10112014,6261,1,0,1,0,1,50,0,0,50,1,50,2,1,,GRASIYA,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,104.35,NA,1,49,1188,None or anganwadi
824,2001012,934,Benjamin,10212014,7827,1,0,1,0,1,80,0,3003,80,2,80,2,1,,GRASIYA,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,130.45,NA,1,79,2447,None or anganwadi
825,2001038,950,Benjamin,10142013,5283,0,0,1,1,1,48,0,2044,48,2,22,4,1,,DO MAR,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,88.050003,NA,1,47,3641,None or anganwadi
826,2001041,890,Caroline,12112014,6196,1,0,1,0,1,21,5,1638,21,2,21,2,5,,KHER,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,103.26667,NA,1,20,1420,5
827,2001058,913,John,08262014,5947,1,0,1,1,2,65,0,2172,65,1,65,3,1,,GAMETI,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,NA,NA,NA,NA,NA,NA
828,2002006,824,Benjamin,10212014,5729,0,0,1,0,2,1979,0,2195,45,1,45,2,6,,BRAHMAN,NA,0,0,2,NA,NA,NA,NA,NA,NA,1,1,2842,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,95.48333,NA,1,1979,2912,None or anganwadi
829,2002007,821,Benjamin,09112014,7296,1,0,1,0,2,1982,15,3835,52,1,16,3,6,,KOTHARI JAIN.,NA,1,0,1,1,2896,0,NA,0,NA,1,1,2863,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,121.6,NA,1,1982,2341,Post-graduate
830,2002008,818,Benjamin,10262013,8134,1,0,1,0,1,1981,14,296,35,1,35,2,9,,JAIN,NA,1,0,1,2,3314,0,NA,0,NA,1,1,2950,2,NA,NA,NA,1,1,3045,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,135.56667,NA,1,1981,2900,Graduate
831,2002054,822,David,11262014,7726,0,0,1,0,2,1978,15,2233,38,2,38,3,7,,KUMAWAT,NA,1,1,1,1,2607,0,NA,0,NA,1,1,3450,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,128.76666,NA,1,1978,2050,Post-graduate
832,2002072,933,Mary,09152014,6637,1,0,1,0,2,1983,13,2478,48,1,48,2,5,,JAIN,NA,1,1,1,1,2838,0,NA,0,NA,1,2,2535,1,1,1,NA,1,1,3181,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,110.61667,NA,1,1983,3217,University but not graduate
833,2002104,992,Benjamin,08182013,8518,0,0,1,1,2,25,15,2177,55,3,55,4,10,,"SUHALAKA,",NA,1,0,1,2,3194,0,NA,0,NA,1,3,3095,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,141.96666,NA,1,24,2715,Post-graduate
834,2002124,991,Benjamin,10142014,7125,1,0,1,1,2,32,NA,1141,28,1,28,2,10,,JAIN,NA,1,1,1,1,3424,0,NA,0,NA,1,1,2759,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,118.75,NA,1,31,603,NA
835,2003010,819,Sam,09192014,7106,1,0,1,0,2,38,0,1663,45,1,2,3,2,,PUSHKARNA,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,118.43333,NA,1,37,3038,None or anganwadi
836,2003017,857,Sam,11192013,6380,1,0,1,1,1,50,1,3369,30,1,20,1,3,,SUNAR,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,1,3373,2,NA,NA,NA,1,1,2551,2,NA,NA,NA,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,1,To register a Crime,,106.33334,NA,1,49,-1283,1
837,2003033,835,Sam,10152013,8293,1,0,1,0,1,79,3,4099,50,1,40,2,3,,SWARANKAR,NA,1,0,2,NA,NA,NA,NA,NA,NA,1,1,3340,2,NA,NA,NA,1,1,2918,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,138.21666,NA,1,78,1159,3
838,2003036,815,Sam,11152013,5399,1,0,1,1,2,65,5,1120,50,2,50,3,10,,KHERODIYA,NA,1,0,1,1,3270,0,NA,0,NA,1,1,3202,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,89.98333,NA,1,64,1710,5
839,2003037,850,Sam,12152014,7761,0,0,1,0,1,40,9,2560,75,2,75,3,10,,JAIN,NA,1,0,2,NA,NA,NA,NA,NA,NA,1,1,3379,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,129.35001,NA,1,39,1764,9
840,2003069,929,Mary,09122014,6103,1,0,1,0,1,1977,0,3882,40,2,8,2,1,,SALWA,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2742,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,101.71667,NA,1,1977,2601,None or anganwadi
841,2004020,797,Sam,10172013,5925,1,0,1,1,1,39,NA,2107,39,2,39,4,10,,JAIN,NA,1,0,2,NA,NA,NA,NA,NA,NA,1,1,3072,2,NA,NA,NA,1,1,2781,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,98.75,NA,1,38,3181,NA
842,2004022,799,Sam,10292014,7553,1,0,1,1,2,50,0,2869,50,2,50,3,2,,JI NGAR,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,125.88333,NA,1,49,1940,None or anganwadi
843,2004023,807,Sam,08172013,6582,1,0,1,1,2,50,6,3394,65,1,65,2,10,,"MANSURI,",NA,1,1,2,NA,NA,NA,NA,NA,NA,1,2,3273,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,109.7,NA,1,49,3377,6
844,2004081,910,Mary,12252014,8122,1,0,1,0,2,75,0,2390,53,1,53,2,5,,BOHARA,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,135.36667,NA,1,74,1390,None or anganwadi
845,2005005,860,Caroline,10252013,7395,1,0,1,0,2,50,0,3429,40,1,40,2,1,,GAMETI,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,123.25,NA,1,49,2865,None or anganwadi
846,2005016,847,John,10242014,8121,1,0,1,1,1,85,5,3145,85,1,85,3,1,,ODISH,NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,135.35001,NA,1,84,2379,5
847,2005035,873,John,12252014,7845,1,0,1,1,1,36,5,2997,36,2,36,3,1,,LUHAR,NA,1,0,2,NA,NA,NA,NA,NA,NA,1,2,3323,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,130.75,NA,1,35,2994,5
848,2005038,863,John,08222013,9354,1,0,1,1,1,30,0,3119,30,1,30,2,1,,RAJPUT,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,155.89999,NA,1,29,2224,None or anganwadi
849,2005057,872,Caroline,09222013,6019,1,0,1,0,1,52,NA,1819,52,3,52,3,2,,LOHAR.,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,100.31667,NA,1,51,-325,NA
850,2006004,844,Benjamin,09192014,7461,1,0,1,0,1,35,5,3371,35,1,35,1,1,,MEENA,NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,124.35,NA,1,34,843,5
851,2006027,792,Caroline,08102013,8323,1,0,1,0,2,45,8,3179,45,3,5,4,1,, MEENA,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2865,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,138.71666,NA,1,44,2605,8
